Unnamed: 0,Name,Platform,Year_of_Release,Genre,Publisher,NA_players,EU_players,JP_players,Other_players,Global_players,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating
10366,Pro Yakyuu Team o Tsukurou! 2,DS,2009,Sports,Sega,0.0,0.0,0.11,0.0,0.11,,,,,,
10368,Naruto Shippuden 3D: The New Era,3DS,2011,Action,505 Games,0.0,0.04,0.06,0.01,0.11,,,,,,
10373,WWE 2K17,X360,2016,Sports,Take-Two Interactive,0.05,0.04,0.0,0.01,0.11,,,tbd,,Yuke's,T
10375,Tom Clancy's Splinter Cell: Conviction,PC,2010,Action,Ubisoft,0.0,0.08,0.0,0.02,0.11,83.0,20.0,5.2,672.0,Ubisoft Montreal,M
10377,Kamen Rider: Climax Heroes,PS2,2009,Fighting,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,,,,,,
10378,Robotics;Notes,PS3,2012,Adventure,5pb,0.0,0.0,0.11,0.0,0.11,,,,,,
10381,The Hardy Boys: The Hidden Theft,Wii,2009,Adventure,The Adventure Company,0.07,0.03,0.0,0.01,0.11,50.0,5.0,tbd,,XPEC Entertainment Inc.,E10+
10383,Rango: The Video Game,DS,2011,Action,Electronic Arts,0.07,0.03,0.0,0.01,0.11,55.0,4.0,tbd,,Behavior Studios,E
10384,Warriors Orochi 3,PSP,2012,Action,Ubisoft Annecy,0.0,0.0,0.11,0.0,0.11,,,,,,
10389,Petz Fashion: Dogz & Catz,DS,2009,Simulation,Ubisoft,0.1,0.0,0.0,0.01,0.11,,,,,,
10390,Dragon Ball Z: Battle of Z,PSV,2014,Fighting,Namco Bandai Games,0.0,0.04,0.06,0.01,0.11,66.0,7.0,7.5,54.0,Artdink,T
10391,Kuroko's Basketball: Miracle Game,PSP,2012,Sports,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,,,,,,
10392,Aquapazza: Aquaplus Dream Match,PS3,2012,Fighting,Aqua Plus,0.05,0.0,0.05,0.01,0.11,75.0,13.0,7.8,20.0,Examu,T
10394,Stronghold Kingdoms,PC,2011,Strategy,DTP Entertainment,0.0,0.1,0.0,0.01,0.11,75.0,4.0,4.9,89.0,FireFly Studios,
10395,Yuusha no Kuse ni Namaikida Or 3D,PSP,2010,Strategy,Sony Computer Entertainment,0.0,0.0,0.11,0.0,0.11,,,,,,
10396,Lucha Libre AAA: Heroes del Ring,PS3,2010,Fighting,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,54.0,6.0,7.1,10.0,Immersion Software & Graphics,T
10398,Hysteria Hospital: Emergency Ward,DS,2009,Action,Oxygen Interactive,0.1,0.0,0.0,0.01,0.11,45.0,12.0,tbd,,Gameinvest,E
10400,Mobile Suit Gundam Age: Universe Accel / Cosmic Drive,PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.11,0.0,0.11,,,,,,
10401,Pac-Man and the Ghostly Adventures 2,X360,2014,Adventure,Namco Bandai Games,0.05,0.04,0.0,0.01,0.11,60.0,7.0,6.5,10.0,Vicious Cycle,E10+
10402,Trauma Center: Under the Knife 2,DS,2008,Simulation,Atlus,0.1,0.0,0.0,0.01,0.11,79.0,29.0,8.5,11.0,Vanguard,T
10404,Busou Shinki: Battle Masters Mk. 2,PSP,2011,Action,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,,,,,,
10405,Skylanders Imaginators,PS3,2016,Platform,Activision,0.02,0.07,0.0,0.02,0.11,,,tbd,,Toys for Bob,E10+
10407,Fate/Extella: The Umbral Star,PS4,2016,Action,PQube,0.0,0.0,0.11,0.0,0.11,,,,,Marvelous Inc.,T
10408,Fairy Tail: Portable Guild,PSP,2010,Fighting,Konami Digital Entertainment,0.0,0.0,0.11,0.0,0.11,,,,,,
10409,Big League Sports: Summer,DS,2009,Sports,Activision,0.09,0.0,0.0,0.01,0.11,,,tbd,,Koolhaus Games,E
10413,Rock Revolution,DS,2008,Misc,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.1,,,6.8,8.0,"Zoe Mode, HB Studios Multimedia",E10+
10415,"Sakura Wars: So Long, My Love",Wii,2010,Role-Playing,Ackkstudios,0.05,0.04,0.0,0.01,0.1,75.0,30.0,7.3,31.0,Idea Factory,T
10417,Mind Zero,PSV,2013,Role-Playing,GungHo,0.05,0.0,0.04,0.02,0.1,59.0,13.0,6,72.0,Zerodiv,T
10421,Pro Yaky? Spirits 2010,PS2,2010,Sports,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,,,,,,
10422,Taiko no Tatsujin: V Version,PSV,2015,Action,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,,
10426,Family Feud: 2012 Edition,X360,2011,Misc,Ubisoft,0.1,0.0,0.0,0.01,0.1,47.0,4.0,5.3,6.0,Ubisoft,E10+
10427,Kamen Rider: Battride War II,PS3,2014,Action,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,,
10428,Kenka Bancho Bros: Tokyo Battle Royale,PSP,2012,Action,Spike,0.0,0.0,0.1,0.0,0.1,,,,,,
10431,The Book of Unwritten Tales,PC,2009,Adventure,HMH Interactive,0.0,0.08,0.0,0.02,0.1,82.0,32.0,8.2,144.0,KING Art,T
10432,My First Dollhouse,DS,2010,Misc,505 Games,0.1,0.0,0.0,0.01,0.1,,,tbd,,505 Games,E
10433,Dreamer Series: Top Model,DS,2009,Simulation,DreamCatcher Interactive,0.1,0.0,0.0,0.01,0.1,,,tbd,,,
10434,Science Papa,DS,2009,Misc,Activision,0.09,0.01,0.0,0.01,0.1,,,tbd,,Activision,E
10437,Taiko no Tatsujin: Don Don! Mystery Adventure,3DS,2016,Action,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,,
10439,Ski-Doo Snowmobile Challenge,PS3,2009,Racing,PQube,0.1,0.0,0.0,0.01,0.1,,,tbd,,Coldwood Interactive,E
10444,Fatal Frame 2: Wii Edition,Wii,2012,Action,Nintendo,0.0,0.0,0.1,0.0,0.1,,,,,,
10448,Sacred 3,PS3,2014,Role-Playing,Deep Silver,0.03,0.04,0.03,0.01,0.1,56.0,13.0,3.4,46.0,"Deep Silver, Keen Games",M
10449,Yoostar2,PS3,2011,Misc,Unknown,0.04,0.04,0.0,0.02,0.1,54.0,15.0,tbd,,Blitz Games Studios,T
10450,Pro Yakyuu Famista DS 2009,DS,2009,Sports,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,,
10454,Wasteland 2,PC,2015,Role-Playing,inXile Entertainment,0.03,0.06,0.0,0.01,0.1,81.0,65.0,7.3,1170.0,InXile Entertainment,M
10455,The First Templar,X360,2011,Action,Kalypso Media,0.06,0.04,0.0,0.01,0.1,52.0,21.0,6.3,26.0,Haemimont,T
10456,Patapon 2,PSP,2008,Misc,Sony Computer Entertainment,0.0,0.03,0.06,0.01,0.1,81.0,49.0,8.3,62.0,SCE Japan Studio,E
10457,Digimon Story: Lost Evolution,DS,2010,Role-Playing,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,,
10459,Princess Debut,DS,2008,Misc,Cave,0.1,0.0,0.0,0.01,0.1,71.0,6.0,7.4,7.0,Cave,E
10460,Pro Evolution Soccer 2014,PC,2013,Action,Konami Digital Entertainment,0.0,0.1,0.0,0.01,0.1,74.0,9.0,4.4,239.0,Konami,E
10461,Despicable Me: The Game,PS2,2010,Platform,D3Publisher,0.05,0.04,0.0,0.01,0.1,,,,,,
10463,Etrian Odyssey II: Heroes of Lagaard,3DS,2014,Role-Playing,Atlus,0.0,0.0,0.1,0.0,0.1,,,,,,
10464,The Bachelor: The Videogame,Wii,2010,Misc,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,0.1,,,,,,
10468,The Lord of the Rings: Conquest,DS,2009,Action,Electronic Arts,0.09,0.01,0.0,0.01,0.1,61.0,9.0,7.8,6.0,Artificial Mind and Movement,E10+
10469,Imagine: Soccer Captain,DS,2009,Sports,Ubisoft,0.1,0.0,0.0,0.01,0.1,,,tbd,,Powerhead Games,E
10471,Brain Quest: Grades 5 & 6,DS,2008,Misc,Electronic Arts,0.1,0.0,0.0,0.01,0.1,,,,,,
10472,Who Wants to Be a Millionaire: 3rd Edition,Wii,2010,Misc,Ubisoft,0.1,0.0,0.0,0.01,0.1,,,tbd,,Ludia Inc.,E
10474,The Penguins of Madagascar: Dr. Blowhole Returns - Again!,DS,2011,Action,THQ,0.06,0.03,0.0,0.01,0.1,,,,,,
10476,Macross 30: Ginga o Tsunagu Utagoe,PS3,2013,Shooter,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,,
10477,Kidou Senshi Gundam UC,PS3,2012,Action,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,,
10479,Corvette Evolution GT,DS,2008,Racing,Black Bean Games,0.1,0.0,0.0,0.01,0.1,,,tbd,,Jack of All Games,E
10485,Cloudy With a Chance of Meatballs,PS3,2009,Platform,Ubisoft,0.09,0.01,0.0,0.01,0.1,66.0,9.0,6,5.0,Ubisoft Shanghai,E
10487,Family Fun Football,Wii,2009,Sports,Tecmo Koei,0.1,0.0,0.0,0.01,0.1,,,tbd,,"Seamless Entertainment, Inc.",E
10489,Exit DS,DS,2008,Puzzle,Square Enix,0.09,0.0,0.01,0.01,0.1,64.0,25.0,6.7,6.0,Moss,E
10491,Little Battlers eXperience W,3DS,2013,Role-Playing,Level 5,0.0,0.0,0.1,0.0,0.1,,,,,,
10493,Blades of Time,X360,2012,Action,Konami Digital Entertainment,0.07,0.02,0.0,0.01,0.1,52.0,23.0,6.5,30.0,Gaijin Entertainment,M
10494,Yggdra Union: We'll Never Fight Alone,PSP,2008,Role-Playing,Sting,0.05,0.0,0.04,0.01,0.1,73.0,17.0,7.9,18.0,Sting,T
10496,Dungeon Travelers 2: The Royal Library & The Monster Seal,PSV,2014,Role-Playing,Atlus,0.03,0.02,0.05,0.01,0.1,,,,,,
10497,"Sesame Street: Ready, Set, Grover!",Wii,2011,Misc,Warner Bros. Interactive Entertainment,0.1,0.0,0.0,0.01,0.1,,,,,,
10501,Universe at War: Earth Assault,X360,2008,Action,Sega,0.09,0.01,0.0,0.01,0.1,66.0,44.0,8.3,57.0,Petroglyph,T
10503,Gem Quest: 4 Elements,DS,2011,Puzzle,Mastertronic,0.05,0.05,0.0,0.01,0.1,,,tbd,,"Joindots, Mastertronic",E
10506,Just In Time Translations,DS,2009,Misc,THQ,0.1,0.0,0.0,0.01,0.1,,,tbd,,THQ,E
10509,Samurai Warriors Chronicles 2nd,3DS,2012,Action,Ubisoft Annecy,0.0,0.0,0.1,0.0,0.1,,,,,,
10511,Toaru Majutsu no Index,PSP,2011,Adventure,Kadokawa Shoten,0.0,0.0,0.1,0.0,0.1,,,,,,
10513,WireWay,DS,2009,Adventure,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.1,62.0,9.0,tbd,,Konami,E
10514,Astro Boy: The Video Game,DS,2009,Action,D3Publisher,0.09,0.0,0.0,0.01,0.1,34.0,9.0,tbd,,Art,E
10515,Uta no Prince-Sama: Music,PSP,2011,Misc,Broccoli,0.0,0.0,0.1,0.0,0.1,,,,,,
10517,Ride,XOne,2015,Racing,Milestone S.r.l.,0.04,0.05,0.0,0.01,0.1,54.0,9.0,5.3,17.0,Milestone S.r.l,E
10518,Culdcept DS,DS,2008,Strategy,Sega,0.0,0.0,0.1,0.0,0.1,,,,,,
10519,NASCAR The Game: Inside Line,X360,2012,Racing,Activision,0.09,0.0,0.0,0.01,0.1,72.0,7.0,3.4,27.0,Eutechnyx,E
10520,How to Train Your Dragon 2,PS3,2014,Adventure,Little Orbit,0.03,0.06,0.0,0.02,0.1,,,tbd,,Torus Games,E10+
10521,JU-ON: The Grudge,Wii,2009,Action,Rising Star Games,0.07,0.01,0.01,0.01,0.1,39.0,32.0,5.6,34.0,FeelPlus,M
10522,Yu-Gi-Oh! 5D's Wheelie Breakers,Wii,2009,Racing,Konami Digital Entertainment,0.09,0.01,0.0,0.01,0.1,,,,,,
10527,Weiss Schwarz Portable,PSP,2011,Strategy,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,,
10528,Dora's Big Birthday Adventure,Wii,2010,Misc,Take-Two Interactive,0.09,0.01,0.0,0.01,0.1,,,tbd,,High Voltage Software,E
10529,The Sims 4: City Living,PC,2016,Simulation,Electronic Arts,0.02,0.08,0.0,0.01,0.1,77.0,10.0,5.7,30.0,Maxis,T
10534,America's Next Top Model,DS,2008,Action,Eidos Interactive,0.1,0.0,0.0,0.01,0.1,,,tbd,,Arts Software,E10+
10535,Blitz: The League II,X360,2008,Sports,Midway Games,0.08,0.01,0.0,0.01,0.1,68.0,34.0,7.2,13.0,Midway,M
10536,Math Blaster in the Prime Adventure,DS,2009,Misc,Majesco Entertainment,0.09,0.0,0.0,0.01,0.1,,,tbd,,Knowledge Adventure Inc.,E
10539,Miami Law,DS,2009,Adventure,Konami Digital Entertainment,0.09,0.0,0.0,0.01,0.1,56.0,14.0,8.8,4.0,Hudson Entertainment,T
10542,Inazuma Eleven GO Strikers 2013,Wii,2012,Role-Playing,Level 5,0.0,0.0,0.1,0.0,0.1,,,,,,
10543,Metal Gear Solid HD Edition,PS3,2011,Action,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,,,,,,
10548,Alvin and the Chipmunks: Chipwrecked,DS,2011,Misc,505 Games,0.06,0.03,0.0,0.01,0.1,,,tbd,,Behaviour Interactive,E10+
10549,Creeper World 3: Arc Eternal,Wii,2009,Strategy,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,,
10551,PDC World Championship Darts: Pro Tour,PS3,2010,Sports,O-Games,0.0,0.08,0.0,0.02,0.1,,,,,,
10552,Heavy Fire: Afghanistan,Wii,2011,Shooter,Mastiff,0.09,0.0,0.0,0.01,0.1,,,tbd,,Teyon,T
10556,Football Manager 2014,PSV,2013,Sports,Sega,0.0,0.08,0.0,0.02,0.1,,,,,,
10558,Penguin no Mondai: The World,DS,2010,Adventure,Konami Digital Entertainment,0.0,0.0,0.1,0.0,0.1,,,,,,
10561,Hakuouki Portable,PSP,2009,Adventure,Idea Factory,0.0,0.0,0.1,0.0,0.1,,,,,,
10563,Monkey Island: Special Edition Collection,PS3,2011,Adventure,Activision,0.0,0.08,0.0,0.02,0.1,,,,,,
10564,Cabela's Adventure Camp,X360,2011,Misc,Activision,0.07,0.02,0.0,0.01,0.1,,,tbd,,Activision,E
10567,Digimon Adventure,PSP,2013,Role-Playing,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,,
10568,Backyard Baseball '10,Wii,2009,Sports,Atari,0.09,0.0,0.0,0.01,0.1,,,tbd,,Farsight Studios,E
10569,Scribblenauts Unmasked: A DC Comics Adventure,WiiU,2013,Puzzle,Warner Bros. Interactive Entertainment,0.09,0.0,0.0,0.01,0.1,71.0,17.0,6.3,39.0,5TH Cell,E10+
10574,Football Director DS,DS,2008,Sports,Pinnacle,0.0,0.1,0.0,0.0,0.1,,,,,,
10576,SimAnimals Africa,DS,2009,Simulation,Electronic Arts,0.08,0.02,0.0,0.01,0.1,,,tbd,,Electronic Arts,E
10577,Karaoke Revolution,PS3,2009,Misc,Konami Digital Entertainment,0.07,0.02,0.0,0.01,0.1,66.0,8.0,tbd,,Blitz Games Studios,T
10578,Terraria,PSV,2013,Action,Screenlife,0.0,0.01,0.09,0.0,0.1,85.0,17.0,7.8,112.0,Engine Software,T
10579,Guitar Hero: Van Halen,PS2,2009,Misc,Activision,0.05,0.04,0.0,0.01,0.1,,,tbd,,Neversoft Entertainment,T
10580,The Whispered World,PC,2009,Adventure,Deep Silver,0.0,0.08,0.0,0.02,0.1,70.0,41.0,7.6,77.0,Daedalic Entertainment,E
10583,Tatsunoko vs. Capcom: Cross Generation of Heroes,Wii,2008,Fighting,Capcom,0.0,0.0,0.1,0.0,0.1,,,,,,
10584,Alvin and the Chipmunks: Chipwrecked,X360,2011,Misc,505 Games,0.09,0.01,0.0,0.01,0.1,,,5.1,8.0,Behaviour Interactive,E10+
10585,Water Sports,Wii,2009,Action,Avanquest,0.05,0.04,0.0,0.01,0.1,,,tbd,,Activision,E
10586,Agatha Christie: The ABC Murders,DS,2009,Adventure,JoWood Productions,0.08,0.01,0.0,0.01,0.1,53.0,11.0,6.5,4.0,Dreamcatcher,T
10587,KORG DS-10 Synthesizer Plus,DS,2009,Misc,AQ Interactive,0.07,0.0,0.02,0.01,0.1,,,,,,
10589,Help Wanted: 50 Wacky Jobs,Wii,2008,Simulation,Hudson Soft,0.06,0.03,0.0,0.01,0.1,65.0,12.0,7,5.0,Hudson Soft,E10+
10590,All Kamen Rider: Rider Generation 2,DS,2012,Action,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,,
10593,Scribblenauts Unmasked: A DC Comics Adventure,3DS,2013,Puzzle,Warner Bros. Interactive Entertainment,0.09,0.0,0.0,0.01,0.1,68.0,7.0,6.2,20.0,5TH Cell,E10+
10594,Fallout 3 Game Add-On Pack: The Pitt and Operation: Anchorage,X360,2009,Role-Playing,Bethesda Softworks,0.09,0.0,0.0,0.01,0.1,,,tbd,,Bethesda Softworks,M
10598,Lord of Apocalypse,PSV,2011,Role-Playing,Square Enix,0.0,0.0,0.1,0.0,0.1,,,,,,
10599,Igor: The Game,Wii,2008,Adventure,CDV Software Entertainment,0.09,0.0,0.0,0.01,0.1,,,tbd,,Santa Cruz Games,E
10601,Dancing on Ice,Wii,2010,Sports,Ghostlight,0.0,0.09,0.0,0.01,0.1,,,,,,
10602,Mana Khemia: Student Alliance,PSP,2008,Role-Playing,Nippon Ichi Software,0.06,0.0,0.03,0.01,0.1,41.0,19.0,5.3,37.0,Gust,E10+
10603,The Destiny of Zorro,Wii,2009,Action,505 Games,0.09,0.0,0.0,0.01,0.1,,,tbd,,Pronto Games,E10+
10607,Resident Evil: Revelations 2,PSV,2015,Action,Capcom,0.0,0.03,0.07,0.01,0.1,65.0,12.0,7.8,63.0,Frima Studio,M
10608,Record of Agarest War Zero,X360,2010,Strategy,Compile Heart,0.09,0.0,0.0,0.01,0.1,,,6.8,17.0,"RED Entertainment, Compile Heart",T
10609,HOP,DS,2011,Platform,505 Games,0.08,0.01,0.0,0.01,0.1,,,,,,
10610,USA Today Puzzle Craze,DS,2009,Puzzle,Destineer,0.09,0.0,0.0,0.01,0.1,,,tbd,,Destineer,E
10611,Machi-Ing Maker 3 x Tousouchuu,PSP,2010,Simulation,D3Publisher,0.0,0.0,0.1,0.0,0.1,,,,,,
10612,Truth or Lies,Wii,2010,Misc,THQ,0.04,0.05,0.0,0.01,0.1,,,tbd,,THQ,T
10616,NFL Tour,X360,2008,Sports,Electronic Arts,0.09,0.0,0.0,0.01,0.1,49.0,35.0,3.1,45.0,EA Tiburon,E
10618,Harry Potter and the Deathly Hallows - Part 1,PC,2010,Action,Electronic Arts,0.08,0.02,0.0,0.01,0.1,37.0,5.0,4.1,33.0,EA Bright Light,T
10622,Resident Evil: Revelations 2,XOne,2015,Action,Capcom,0.07,0.02,0.0,0.01,0.1,75.0,22.0,7.5,106.0,Capcom,M
10623,Thief (2014),PC,2014,Action,Square Enix,0.0,0.09,0.0,0.01,0.1,,,,,,
10628,The History Channel: Civil War - Secret Missions,PS3,2008,Shooter,Activision,0.09,0.0,0.0,0.01,0.1,,,,,,
10632,Earth Defense Force 2025.1: The Shadow of New Despair,PS4,2015,Action,D3Publisher,0.0,0.0,0.1,0.0,0.1,,,,,,
10645,Sword Art Online: Lost Song,PS3,2015,Role-Playing,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,,
10647,Puss in Boots,DS,2011,Action,THQ,0.08,0.01,0.0,0.01,0.1,,,tbd,,ImaginEngine,E
10648,Tom Clancy's Ghost Recon: Predator,PSP,2010,Shooter,Ubisoft,0.07,0.02,0.0,0.02,0.1,54.0,15.0,tbd,,Virtuos,T
10649,Murdered: Soul Suspect,X360,2014,Action,Square Enix,0.06,0.03,0.0,0.01,0.1,,,7.2,57.0,Airtight Games,M
10651,Deca Sports DS,DS,2009,Sports,Hudson Soft,0.07,0.02,0.0,0.01,0.1,57.0,10.0,tbd,,Hudson Soft,E
10652,nail'd,X360,2010,Racing,Deep Silver,0.08,0.02,0.0,0.01,0.1,64.0,49.0,7.1,16.0,Techland,E10+
10655,Spider-Man: Web of Shadows,DS,2008,Action,Activision,0.09,0.0,0.0,0.01,0.1,77.0,12.0,7.5,14.0,Griptonite Games,E10+
10656,Pinball Hall of Fame: The Williams Collection,3DS,2011,Misc,Crave Entertainment,0.09,0.0,0.0,0.01,0.1,67.0,5.0,7.3,8.0,Crave,E10+
10657,Rolling Stone: Drum King,Wii,2009,Misc,505 Games,0.09,0.0,0.0,0.01,0.1,32.0,4.0,1.8,4.0,505 Games,T
10664,Leisure Suit Larry: Box Office Bust,PS3,2009,Adventure,Codemasters,0.06,0.03,0.0,0.01,0.1,17.0,11.0,1.7,37.0,Team 17,M
10665,Attack of the Movies 3D,Wii,2010,Shooter,Majesco Entertainment,0.09,0.0,0.0,0.01,0.1,39.0,6.0,tbd,,"Majesco Games, Majesco",T
10666,Monkey Mischief! Party Time,Wii,2008,Misc,Activision,0.09,0.0,0.0,0.01,0.1,,,tbd,,Ivolgamus,E10+
10670,Little League World Series Baseball 2010,X360,2010,Sports,Activision,0.09,0.0,0.0,0.01,0.1,55.0,4.0,tbd,,Now Production,E
10674,Generator Rex: Agent of Providence,3DS,2011,Action,Activision,0.07,0.02,0.0,0.01,0.1,,,tbd,,Virtuos,E10+
10676,Cabela's North American Adventures,PSP,2010,Sports,Activision,0.09,0.0,0.0,0.01,0.1,,,7.8,5.0,FUN Labs,T
10681,SCORE International Baja 1000: The Official Game,Wii,2008,Racing,Activision,0.09,0.0,0.0,0.01,0.1,,,,,,
10683,X-Men: Destiny,Wii,2011,Action,Activision,0.07,0.02,0.0,0.01,0.1,36.0,10.0,4.5,15.0,Silicon Knights,T
10686,"Warhammer 40,000: Dawn of War II - Chaos Rising",PC,2010,Strategy,THQ,0.08,0.01,0.0,0.01,0.1,,,,,,
10690,NBA 2K16,PC,2015,Sports,Take-Two Interactive,0.03,0.06,0.0,0.01,0.1,,,5.7,65.0,2K Sports,E10+
10692,Fate/hollow ataraxia,PSV,2014,Adventure,Type-Moon,0.0,0.0,0.1,0.0,0.1,,,,,,
10693,Marvel Super Hero Squad: The Infinity Gauntlet,3DS,2011,Action,THQ,0.07,0.02,0.0,0.01,0.1,54.0,4.0,tbd,,THQ,E10+
10694,Harvey Birdman: Attorney at Law,PSP,2008,Adventure,Capcom,0.09,0.0,0.0,0.01,0.1,62.0,19.0,8,8.0,High Voltage Software,T
10697,Tales of Innocence R,PSV,2012,Role-Playing,Namco Bandai Games,0.0,0.0,0.1,0.0,0.1,,,,,,
10698,Harry Potter and the Deathly Hallows - Part 2,PC,2011,Action,Electronic Arts,0.05,0.04,0.0,0.01,0.1,43.0,12.0,5,56.0,,
10699,Nicktoons: MLB,DS,2011,Sports,Take-Two Interactive,0.09,0.0,0.0,0.01,0.1,,,,,,
10700,Tom Clancy's HAWX 2,Wii,2010,Action,Ubisoft,0.06,0.03,0.0,0.01,0.1,47.0,11.0,tbd,,Ubisoft,T
10702,Lucky * Star: Ryouou Gakuen Outousai,PS2,2008,Adventure,Kadokawa Shoten,0.0,0.0,0.1,0.0,0.1,,,,,,
10703,Start the Party! Save the World,PS3,2011,Misc,Sony Computer Entertainment,0.0,0.08,0.0,0.02,0.1,,,,,,
10705,Big League Sports,Wii,2008,Sports,Activision,0.09,0.01,0.0,0.01,0.1,,,1.4,10.0,Koolhaus Games,E
10708,Nihon Keizai Shinbunsha Kanshuu: Shiranai Mamade wa Son o Suru Mono ya Okane no Shikumi DS,DS,2009,Misc,Nintendo,0.0,0.0,0.1,0.0,0.1,,,,,,
10709,Steins;Gate,PSV,2013,Adventure,PQube,0.04,0.04,0.0,0.02,0.1,83.0,16.0,9.2,87.0,5pb,M
10712,"Prinny 2: Dawn of Operation Panties, Dood!",PSP,2010,Platform,Nippon Ichi Software,0.05,0.0,0.03,0.01,0.1,,,,,,
10715,The BIGS 2,PSP,2009,Sports,Take-Two Interactive,0.09,0.0,0.0,0.01,0.1,67.0,5.0,tbd,,Blue Castle Games,E10+
10716,Lord of Apocalypse,PSP,2011,Role-Playing,Square Enix,0.0,0.0,0.1,0.0,0.1,,,,,,
10717,Dora & Kai-Lan's Pet Shelter,DS,2011,Strategy,Take-Two Interactive,0.08,0.01,0.0,0.01,0.1,,,,,,
10719,Nancy Drew: The Model Mysteries,DS,2010,Puzzle,THQ,0.09,0.0,0.0,0.01,0.1,,,tbd,,"THQ, AWE Games",E10+
10720,Higurashi no Nakukoru ni Kizuna: Dai-Ni-Kan - Sou,DS,2008,Adventure,Alchemist,0.0,0.0,0.1,0.0,0.1,,,,,,
10721,Cate West: The Vanishing Files,DS,2008,Adventure,Oxygen Interactive,0.08,0.01,0.0,0.01,0.1,68.0,4.0,tbd,,Magellan Interactive,E10+
10723,Fifi and the Flowertots,DS,2009,Misc,Avanquest,0.0,0.09,0.0,0.01,0.1,,,,,,
10725,System Flaw,DS,2009,Shooter,Enjoy Gaming ltd.,0.09,0.0,0.0,0.01,0.1,,,tbd,,Visual Impact,E
10726,Ultra Street Fighter IV,PS4,2015,Fighting,Capcom,0.0,0.08,0.0,0.01,0.1,71.0,28.0,5.9,94.0,Other Ocean Interactive,T
10727,EVE: Valkyrie,PS4,2016,Shooter,CCP,0.03,0.05,0.0,0.02,0.1,73.0,26.0,6.3,37.0,CCP,T
10728,Dragon Ball: Evolution,PSP,2009,Fighting,Namco Bandai Games,0.09,0.0,0.0,0.01,0.1,28.0,16.0,0.9,50.0,Dimps Corporation,T
10729,The Walking Dead: Season Two,X360,2014,Adventure,Telltale Games,0.04,0.05,0.0,0.01,0.1,,,,,,
10730,The Crew: Wild Run,PS4,2015,Action,Ubisoft,0.0,0.08,0.0,0.01,0.1,73.0,13.0,6.8,50.0,Ivory Tower,T
10731,Pajama Sam: Don't Fear The Dark,Wii,2008,Adventure,Atari,0.09,0.0,0.0,0.01,0.1,,,,,,
10732,The Walking Dead: Season Two,PSV,2014,Adventure,Telltale Games,0.07,0.0,0.01,0.02,0.1,,,,,,
10735,Championship Pony,DS,2008,Simulation,"Destination Software, Inc",0.09,0.0,0.0,0.01,0.1,,,tbd,,Coyote Console,E
10736,NASCAR Unleashed,PS3,2011,Racing,Activision,0.09,0.0,0.0,0.01,0.1,,,tbd,,Firebrand Games,E
10737,Code:Realize - Sousei no Himegimi,PSV,2014,Adventure,Idea Factory,0.05,0.0,0.03,0.02,0.1,,,,,,
10738,Natural Doctrine,PS4,2014,Role-Playing,Nippon Ichi Software,0.05,0.02,0.02,0.01,0.1,53.0,31.0,6,79.0,Kadokawa,M
10739,NeverDead,X360,2012,Shooter,Konami Digital Entertainment,0.06,0.03,0.0,0.01,0.1,52.0,46.0,5.5,65.0,Rebellion,M
10742,Blades of Time,PS3,2012,Action,Konami Digital Entertainment,0.04,0.03,0.01,0.01,0.1,53.0,19.0,7.2,22.0,Gaijin Entertainment,M
10743,Disney Sing It! High School Musical 3: Senior Year,X360,2009,Misc,Disney Interactive Studios,0.09,0.0,0.0,0.01,0.1,,,,,,
10744,Thor: God of Thunder,3DS,2011,Action,Sega,0.06,0.03,0.0,0.01,0.1,55.0,10.0,4.2,5.0,Red Fly Studio,T
10747,Pro Evolution Soccer 2016,X360,2015,Sports,Konami Digital Entertainment,0.04,0.05,0.0,0.01,0.1,,,7,34.0,Konami,E
10749,Cubic Ninja,3DS,2011,Platform,Ubisoft,0.05,0.04,0.0,0.01,0.1,51.0,15.0,5.9,14.0,AQ Interactive,E
